Released_Year,Certificate,Runtime,Genre,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,writer,country_origin,filming_location,production_company,language,oscar
1979.0,4,112,15,76.0,115,135,611,712,354,121731.0,43000000.0,252,112,53,401,6,0.0
1996.0,4,128,132,,537,554,789,766,917,64118.0,,700,172,646,690,232,
2004.0,1,108,173,89.0,334,308,428,832,289,911664.0,34400301.0,90,112,409,204,6,0.0
1987.0,4,84,18,72.0,440,90,700,161,480,148359.0,5923044.0,561,112,189,436,106,0.0
2014.0,1,108,177,78.0,16,18,173,624,822,474141.0,25442958.0,22,106,329,7,6,0.0
2000.0,0,98,172,85.0,269,609,493,660,876,124383.0,2734044.0,700,172,646,690,232,
1993.0,3,113,22,56.0,232,437,658,66,716,171640.0,40903593.0,159,34,62,23,157,0.0
1982.0,4,188,137,100.0,190,63,622,470,121,57784.0,4971340.0,700,172,646,690,232,
1940.0,0,125,81,96.0,201,544,229,610,186,88662.0,76408097.0,700,172,646,690,232,
2009.0,1,87,67,83.0,524,229,535,81,379,199696.0,21002919.0,527,112,597,537,28,2.0
1996.0,4,98,132,85.0,231,200,816,239,830,617444.0,24611975.0,176,106,272,422,6,0.0
1998.0,3,118,40,41.0,487,327,73,826,623,259753.0,10680275.0,243,112,561,195,6,0.0
1986.0,0,103,93,61.0,240,425,12,559,391,321382.0,70136369.0,330,112,95,382,52,0.0
1998.0,3,105,137,82.0,493,616,286,818,684,78341.0,1647780.0,700,172,646,690,232,
1971.0,0,181,140,67.0,361,610,593,487,645,39491.0,80500000.0,582,112,363,495,72,0.0
1999.0,4,139,137,66.0,100,80,189,553,930,1854740.0,37030102.0,104,38,15,214,6,1.0
2003.0,0,100,67,90.0,30,378,13,215,21,949565.0,380843261.0,34,142,471,610,99,0.0
2004.0,0,106,86,67.0,304,327,428,424,718,198677.0,51680613.0,28,152,368,340,6,0.0
1982.0,4,93,0,61.0,483,580,87,687,85,226541.0,47212904.0,139,112,302,35,6,0.0
1982.0,3,158,46,,523,365,137,416,634,31595.0,,668,170,472,672,197,1.0
2010.0,1,90,105,45.0,413,398,97,680,51,81446.0,1752214.0,528,112,63,89,6,0.0
2019.0,1,152,16,81.0,208,424,124,406,122,291289.0,117624028.0,302,112,525,99,82,0.0
1994.0,1,142,172,82.0,426,604,666,257,779,1809221.0,330252182.0,688,112,161,402,6,0.0
2016.0,1,124,137,85.0,42,557,753,62,638,51240.0,2402067.0,700,172,646,690,232,
1931.0,4,70,160,91.0,213,136,492,92,415,65341.0,,421,143,572,524,6,1.0
1932.0,4,64,158,80.0,497,630,471,615,758,42117.0,,697,116,621,29,6,0.0
1991.0,2,130,137,64.0,250,347,372,540,598,66941.0,82418501.0,178,112,531,563,6,2.0
1953.0,4,118,175,85.0,145,96,566,184,212,43374.0,30500000.0,700,172,646,690,232,
2008.0,3,122,87,80.0,433,213,547,457,783,103330.0,18593156.0,489,95,455,578,6,5.0
1987.0,1,116,182,76.0,463,427,633,858,3,675146.0,46357676.0,597,106,314,649,175,1.0
1997.0,4,108,132,69.0,330,578,790,58,268,65058.0,,437,129,287,95,6,0.0
1997.0,4,108,132,69.0,330,578,790,58,268,65058.0,,437,3,70,199,196,0.0
2004.0,4,127,44,,547,110,839,627,778,56960.0,,84,86,65,55,230,0.0
2008.0,0,101,67,86.0,179,106,521,492,870,125317.0,15090400.0,700,172,646,690,232,
1982.0,0,191,87,79.0,402,59,391,716,761,217664.0,52767889.0,321,101,446,262,73,0.0
2012.0,4,321,17,89.0,40,402,653,599,858,82365.0,,700,172,646,690,232,
1997.0,1,106,177,64.0,29,201,791,418,295,280845.0,12339633.0,33,112,388,125,26,1.0
2004.0,3,121,172,78.0,132,72,720,290,931,51325.0,,700,172,646,690,232,
2017.0,3,104,194,85.0,256,147,28,95,136,492851.0,176040665.0,350,142,233,568,164,0.0
1984.0,1,105,18,71.0,193,66,145,777,312,355413.0,238632124.0,365,113,109,127,6,0.0
1984.0,1,105,18,71.0,193,66,145,777,312,355413.0,238632124.0,114,112,240,120,6,2.0
1956.0,0,201,184,84.0,164,185,667,336,134,34075.0,,700,172,646,690,232,
2017.0,2,101,137,60.0,305,121,527,498,673,99643.0,24801212.0,643,112,525,221,6,0.0
1946.0,4,110,151,,76,510,266,263,444,27991.0,,700,172,646,690,232,
2019.0,4,132,106,96.0,56,343,466,131,152,552778.0,53367844.0,700,172,646,690,232,
1971.0,1,157,183,77.0,449,520,325,719,576,30144.0,696690.0,700,172,646,690,232,
2000.0,1,155,4,67.0,411,531,379,152,676,1341460.0,187705427.0,153,112,158,133,6,0.0
2000.0,1,155,4,67.0,411,531,379,152,676,1341460.0,187705427.0,130,163,452,177,6,0.0
1992.0,3,100,129,82.0,203,9,316,14,12,95826.0,10725228.0,135,112,445,365,6,1.0
1989.0,3,122,87,78.0,120,425,160,112,648,122779.0,26830000.0,372,112,525,522,6,0.0
2017.0,4,104,172,85.0,138,334,18,259,339,25198.0,335609.0,188,87,361,73,132,1.0
1964.0,4,110,12,87.0,174,552,262,304,810,174119.0,51081062.0,523,112,269,184,22,0.0
2007.0,3,114,129,72.0,45,453,183,114,631,250590.0,20300218.0,55,112,421,343,6,1.0
2014.0,4,149,170,79.0,100,57,675,602,877,859695.0,167767189.0,206,112,140,545,6,1.0
1939.0,0,238,155,97.0,514,230,692,147,890,290074.0,198676459.0,700,172,646,690,232,
2000.0,4,110,30,58.0,73,379,463,439,504,26518.0,,700,172,646,690,232,
2003.0,3,121,105,68.0,529,144,432,144,260,137981.0,4064200.0,58,35,55,680,194,1.0
1997.0,0,126,172,70.0,173,519,521,70,826,861606.0,138433435.0,425,112,389,341,6,0.0
1990.0,4,146,84,90.0,313,514,644,384,552,1020727.0,46836394.0,454,112,591,621,84,0.0
2008.0,3,116,137,72.0,84,135,69,138,8,720450.0,148095302.0,455,38,14,316,75,0.0
2013.0,1,91,177,96.0,20,546,257,203,679,769145.0,274092705.0,25,106,550,633,69,0.0
2018.0,1,130,83,69.0,382,624,495,497,800,377884.0,85080171.0,456,121,304,411,90,0.0
1993.0,0,101,111,72.0,178,66,35,133,829,577991.0,70906973.0,123,112,24,112,41,0.0
2014.0,1,121,2,76.0,205,124,797,94,934,1043455.0,333176600.0,272,152,369,312,6,2.0
2017.0,1,136,2,67.0,205,124,837,175,888,569974.0,389813101.0,271,112,145,310,6,1.0
1967.0,4,108,100,63.0,462,568,721,446,483,39642.0,56700000.0,681,112,397,139,106,0.0
2019.0,1,154,165,65.0,545,625,571,676,887,31886.0,5566534.0,699,45,420,190,199,0.0
2002.0,3,112,168,86.0,378,528,345,174,534,104691.0,9284265.0,700,172,646,690,232,
2009.0,0,93,86,,286,506,375,113,791,253575.0,,609,106,492,469,94,0.0
2016.0,4,139,87,71.0,325,30,693,510,848,435928.0,67209615.0,538,112,573,478,94,0.0
2014.0,1,160,22,,518,558,745,774,489,50445.0,901610.0,683,45,331,554,198,0.0
1978.0,4,91,196,87.0,236,170,332,835,654,233106.0,47000000.0,529,112,3,162,6,0.0
1978.0,4,91,196,87.0,236,170,332,835,654,233106.0,47000000.0,324,112,400,143,6,0.0
1978.0,4,91,196,87.0,236,170,332,835,654,233106.0,47000000.0,325,112,154,66,6,0.0
2020.0,2,160,87,90.0,492,390,627,490,734,55291.0,,279,83,229,352,169,0.0
2020.0,2,160,87,90.0,492,390,627,490,734,55291.0,,399,112,493,599,28,0.0
1996.0,2,242,137,,274,354,417,190,482,35991.0,4414535.0,686,112,545,688,6,0.0
1996.0,2,242,137,,274,354,417,190,482,35991.0,4414535.0,216,77,317,285,219,2.0
1996.0,2,242,137,,274,354,417,190,482,35991.0,4414535.0,682,112,375,503,6,0.0
1996.0,2,242,137,,274,354,417,190,482,35991.0,4414535.0,685,106,104,93,6,4.0
1996.0,2,242,137,,274,354,417,190,482,35991.0,4414535.0,684,94,207,256,6,2.0
1996.0,2,242,137,,274,354,417,190,482,35991.0,4414535.0,682,87,646,356,6,0.0
1996.0,2,242,137,,274,354,417,190,482,35991.0,4414535.0,650,87,592,202,6,0.0
1997.0,4,103,130,,477,587,433,682,837,27712.0,233986.0,700,172,646,690,232,
1986.0,2,107,100,90.0,532,433,167,564,72,67176.0,40084041.0,691,112,107,373,6,0.0
1998.0,4,134,100,81.0,500,286,404,655,217,66408.0,2807390.0,12,20,78,410,183,0.0
1998.0,4,134,100,81.0,500,286,404,655,217,66408.0,2807390.0,641,112,430,234,134,0.0
1971.0,1,91,105,62.0,176,532,92,861,173,70826.0,,107,112,0,334,6,1.0
2010.0,4,146,55,65.0,107,148,206,726,87,479120.0,295983305.0,613,106,360,636,106,2.0
2011.0,1,130,47,85.0,107,148,206,726,622,764493.0,381011219.0,613,106,252,636,106,3.0
2005.0,1,157,55,81.0,340,148,206,726,251,548619.0,290013036.0,613,106,264,638,44,1.0
2009.0,1,153,5,78.0,107,148,206,726,622,474827.0,301959197.0,613,106,490,636,106,1.0
2004.0,0,142,55,82.0,20,148,206,726,740,552493.0,249358727.0,256,106,265,637,109,2.0
2001.0,0,152,55,64.0,78,148,679,691,565,658185.0,317575550.0,256,106,57,637,106,3.0
1950.0,4,104,102,,181,282,806,872,886,52573.0,,700,172,646,690,232,
2004.0,0,119,69,80.0,179,116,751,808,10,333915.0,4711096.0,700,172,646,690,232,
1995.0,4,170,132,76.0,331,9,656,843,441,577113.0,67436818.0,48,0,125,464,223,0.0
1995.0,4,170,132,76.0,331,9,656,843,441,577113.0,67436818.0,477,112,16,36,6,0.0
1995.0,4,170,132,76.0,331,9,656,843,441,577113.0,67436818.0,438,112,5,650,149,0.0
1995.0,4,170,132,76.0,331,9,656,843,441,577113.0,67436818.0,677,112,359,187,6,0.0
2001.0,3,95,103,85.0,234,318,562,786,855,31957.0,3029081.0,322,10,586,278,52,0.0
2016.0,3,102,22,88.0,104,123,71,358,290,204175.0,26862450.0,627,112,168,81,6,4.0
2013.0,4,126,173,90.0,458,311,31,755,755,540772.0,25568251.0,700,172,646,690,232,0.0
2000.0,0,156,17,,390,8,740,630,840,57057.0,,37,45,646,98,198,0.0
2000.0,0,156,17,,390,8,740,630,840,57057.0,,584,45,571,10,198,0.0
2016.0,1,127,87,74.0,490,589,596,347,500,200876.0,169607287.0,29,112,214,212,6,3.0
1952.0,1,85,181,89.0,145,219,270,819,548,97222.0,9450000.0,700,172,646,690,232,
1959.0,4,90,172,,10,197,190,784,707,28421.0,88300.0,700,172,646,690,232,
1940.0,4,92,105,,187,104,674,670,281,53667.0,296000.0,700,172,646,690,232,
1990.0,0,103,108,63.0,78,397,382,167,425,488817.0,285761243.0,330,112,38,536,28,2.0
2007.0,1,121,19,81.0,119,566,579,535,87,463466.0,23637265.0,162,90,583,586,6,0.0
1988.0,0,89,80,94.0,192,613,63,7,919,235231.0,,700,172,646,690,232,
2004.0,2,121,87,79.0,486,169,731,380,915,334320.0,23530892.0,368,165,506,559,43,3.0
2010.0,0,98,62,75.0,109,126,346,268,156,666773.0,217581231.0,675,128,646,166,6,2.0
2014.0,0,102,62,76.0,109,295,105,268,168,305611.0,177002924.0,146,139,646,166,6,1.0
2016.0,1,101,40,81.0,476,538,414,695,714,111483.0,5202582.0,624,69,303,419,6,0.0
2006.0,2,104,16,70.0,434,307,476,881,923,72863.0,24633730.0,700,172,646,690,232,
2010.0,3,118,172,65.0,474,446,785,533,904,38491.0,1008098.0,700,172,646,690,232,
1978.0,0,99,162,,190,266,479,486,309,26875.0,,700,172,646,690,232,
2001.0,2,132,137,28.0,225,553,549,159,196,142863.0,40311852.0,376,112,217,359,6,1.0
2016.0,1,100,137,78.0,273,373,152,294,806,53818.0,258168.0,475,92,434,462,6,0.0
1985.0,4,142,180,,121,15,597,503,891,59056.0,,700,172,646,690,232,
1952.0,4,143,137,,9,586,589,772,318,68463.0,55240.0,700,172,646,690,232,
1966.0,4,161,201,90.0,449,135,196,485,17,688390.0,6100000.0,700,172,646,690,232,
1970.0,1,113,137,100.0,47,300,734,258,246,27067.0,541940.0,700,172,646,690,232,
1994.0,0,108,83,81.0,333,423,518,656,575,33600.0,21848932.0,700,172,646,690,232,
2002.0,2,105,137,76.0,228,470,694,195,790,40403.0,15539266.0,307,55,313,245,155,3.0
2008.0,3,107,95,67.0,311,137,85,145,236,390334.0,7757130.0,420,106,119,205,6,1.0
1950.0,4,94,150,,353,262,267,243,125,26784.0,,700,172,646,690,232,
1967.0,0,110,129,75.0,361,563,668,867,525,67804.0,24379978.0,618,112,551,494,6,0.0
1993.0,1,133,84,84.0,228,146,623,18,704,156842.0,25010410.0,204,55,342,246,6,7.0
2010.0,3,131,171,80.0,110,394,570,552,650,150023.0,6857096.0,665,8,59,689,184,1.0
2010.0,1,148,11,74.0,83,382,409,216,496,2067042.0,292576195.0,102,152,246,644,96,0.0
2018.0,1,118,62,80.0,58,139,293,752,336,250057.0,608581744.0,68,142,471,610,6,1.0
1989.0,0,127,0,65.0,470,249,705,19,190,692366.0,197171806.0,294,112,405,386,60,0.0
2009.0,4,153,53,69.0,391,80,165,211,651,1267869.0,120540719.0,501,130,114,589,56,0.0
1960.0,4,128,87,75.0,462,568,240,260,199,27254.0,,448,112,178,471,6,4.0
2006.0,3,129,129,76.0,459,165,139,381,157,339757.0,88513495.0,556,112,562,576,8,0.0
2015.0,0,95,67,94.0,380,527,32,80,535,616228.0,356461711.0,485,112,471,420,130,0.0
2015.0,0,95,67,94.0,380,527,32,80,535,616228.0,356461711.0,359,111,61,277,6,0.0
2002.0,3,116,40,,54,280,245,472,604,29999.0,,700,172,646,690,232,
2014.0,1,169,51,74.0,83,426,46,370,564,1512360.0,188020017.0,347,153,309,404,6,0.0
2007.0,3,148,38,73.0,446,190,798,117,571,572921.0,18354356.0,575,112,69,407,25,2.0
1956.0,4,80,160,92.0,115,357,147,475,508,44839.0,,664,112,516,465,28,0.0
2008.0,1,126,11,79.0,251,516,275,812,389,939644.0,318412101.0,417,116,51,389,126,2.0
2018.0,0,101,67,82.0,524,95,451,209,94,139114.0,32015231.0,670,99,613,223,94,2.0
1934.0,4,105,119,87.0,140,132,136,864,759,94016.0,4360000.0,700,172,646,690,232,
1946.0,1,130,139,89.0,140,282,177,499,857,405801.0,,509,41,646,279,3,0.0
1962.0,4,95,182,,25,178,585,844,254,31728.0,,700,172,646,690,232,
1991.0,1,189,156,72.0,364,355,245,329,896,142110.0,70405498.0,304,34,190,627,149,0.0
2007.0,0,138,105,,189,558,425,806,181,47720.0,410800.0,700,172,646,690,232,
2012.0,3,115,137,77.0,493,399,762,46,522,281623.0,687185.0,700,172,646,690,232,
1975.0,4,124,61,87.0,470,529,663,688,553,543388.0,260000000.0,486,112,634,685,6,0.0
2003.0,3,93,105,45.0,534,243,503,815,450,67360.0,548707.0,700,172,646,690,232,
2011.0,2,123,137,95.0,42,475,470,753,804,220002.0,7098492.0,700,172,646,690,232,
2019.0,1,108,107,58.0,476,524,764,755,841,297918.0,349555.0,94,13,643,454,52,0.0
2019.0,4,122,132,59.0,499,311,656,887,263,939252.0,335451311.0,640,117,4,660,52,0.0
2019.0,4,122,132,59.0,499,311,656,887,263,939252.0,335451311.0,57,81,266,104,226,0.0
2019.0,4,122,132,59.0,499,311,656,887,263,939252.0,335451311.0,581,45,152,242,198,0.0
2005.0,2,116,153,70.0,79,167,74,283,657,28003.0,1054361.0,700,172,646,690,232,
1961.0,4,179,182,60.0,462,568,93,692,589,69458.0,,6,112,645,442,52,0.0
1962.0,4,105,172,97.0,144,304,600,299,883,37605.0,,700,172,646,690,232,
1960.0,4,89,137,,190,429,78,284,93,26697.0,1526000.0,700,172,646,690,232,
1993.0,1,127,11,68.0,470,538,454,361,737,867615.0,402453882.0,436,112,577,564,149,0.0
2019.0,4,137,84,68.0,113,434,331,99,147,46739.0,,151,112,173,634,6,0.0
1993.0,4,94,62,,540,369,201,802,680,34529.0,,700,172,646,690,232,
2018.0,1,156,25,,389,645,733,672,56,36680.0,,700,172,646,690,232,
1980.0,0,180,157,84.0,9,591,786,455,410,32195.0,,700,172,646,690,232,
2013.0,0,137,68,89.0,192,119,324,539,366,38746.0,1506975.0,700,172,646,690,232,
2012.0,1,122,199,,473,623,604,318,660,57806.0,1035953.0,700,172,646,690,232,
2013.0,0,130,178,40.0,4,20,741,669,32,32628.0,1122527.0,700,172,646,690,232,
1958.0,4,139,46,,9,611,563,577,472,34797.0,,700,172,646,690,232,
2003.0,0,186,104,54.0,357,489,711,737,383,63460.0,1787378.0,460,45,604,159,199,0.0
2010.0,0,94,69,80.0,185,24,561,732,846,80939.0,19202743.0,700,172,646,690,232,
1984.0,0,117,70,86.0,179,575,497,302,296,150924.0,495770.0,700,172,646,690,232,
2013.0,2,126,72,83.0,179,254,291,578,601,73690.0,5209580.0,700,172,646,690,232,
1970.0,1,144,45,50.0,61,135,757,199,135,45338.0,1378435.0,653,171,595,326,34,0.0
1948.0,4,100,22,,241,262,188,478,545,36995.0,,700,172,646,690,232,
2010.0,1,117,17,66.0,320,1,581,129,273,524081.0,48071303.0,283,106,538,309,6,0.0
2003.0,3,111,22,69.0,391,617,153,173,624,1000639.0,70099045.0,503,121,558,338,96,5.0
2004.0,4,137,24,83.0,391,617,153,567,183,683900.0,66208183.0,503,112,92,338,18,0.0
2016.0,0,106,78,79.0,300,536,564,731,54,194838.0,5017246.0,700,172,646,690,232,
1949.0,0,106,94,,419,164,17,846,412,34485.0,,700,172,646,690,232,
1933.0,4,100,58,90.0,327,199,223,698,108,78991.0,10000000.0,422,45,646,447,198,0.0
1933.0,4,100,58,90.0,327,199,223,698,108,78991.0,10000000.0,262,112,334,164,6,2.0
1933.0,4,100,58,90.0,327,199,223,698,108,78991.0,10000000.0,184,147,533,591,6,0.0
2014.0,4,129,2,60.0,320,138,754,748,620,590440.0,128261724.0,283,106,56,542,12,0.0
2014.0,4,196,137,88.0,362,247,532,186,68,46547.0,165520.0,700,172,646,690,232,
2019.0,1,96,67,65.0,450,101,343,325,727,104761.0,,700,172,646,690,232,
2019.0,1,130,95,82.0,400,145,119,27,373,454203.0,165359751.0,514,112,108,294,6,1.0
1997.0,4,87,21,,491,598,333,816,649,27721.0,3296.0,634,35,580,78,193,0.0
2016.0,2,130,77,78.0,347,450,698,55,497,47708.0,,700,172,646,690,232,
2010.0,4,106,179,,489,585,829,543,922,35713.0,,700,172,646,690,232,
1979.0,4,105,137,77.0,416,174,535,343,465,133351.0,106260000.0,52,112,590,138,6,0.0
2016.0,1,101,62,84.0,509,114,59,548,721,118035.0,48023088.0,408,106,646,206,6,2.0
1957.0,4,110,152,,9,611,560,323,842,46678.0,,700,172,646,690,232,
2004.0,1,99,18,78.0,465,571,805,664,815,127250.0,17108591.0,700,172,646,690,232,
1992.0,0,94,67,83.0,179,562,770,102,875,77798.0,,700,172,646,690,232,
1995.0,1,83,63,76.0,302,49,301,8,518,129231.0,515905.0,700,172,646,690,232,
1960.0,0,144,167,,336,217,565,481,207,26542.0,,700,172,646,690,232,
1997.0,4,138,129,90.0,87,358,680,288,502,531967.0,64616940.0,268,112,589,435,6,0.0
1937.0,4,113,182,,215,297,170,659,252,33829.0,172885.0,700,172,646,690,232,
2016.0,4,128,103,94.0,90,533,204,721,349,505918.0,151101803.0,113,136,278,477,16,0.0
1954.0,4,108,137,,133,39,265,685,18,58314.0,,700,172,646,690,232,
2007.0,2,140,88,66.0,365,412,744,631,243,82781.0,10301706.0,251,31,479,291,185,0.0
1966.0,4,121,182,96.0,166,83,348,878,784,53089.0,55908.0,700,172,646,690,232,
1960.0,4,174,100,95.0,133,404,41,48,924,66621.0,19516000.0,700,172,646,690,232,
1991.0,3,98,145,86.0,283,268,819,291,471,42376.0,1999955.0,700,172,646,690,232,
2013.0,4,141,137,86.0,371,608,102,733,129,81125.0,2852400.0,700,172,646,690,232,
1995.0,1,98,122,,317,626,295,754,1,150345.0,309811.0,423,20,153,290,191,0.0
1998.0,0,169,165,58.0,167,599,632,591,88,59020.0,259127.0,700,172,646,690,232,
2013.0,3,131,129,49.0,167,227,373,794,210,108399.0,85433.0,700,172,646,690,232,
1973.0,3,114,47,76.0,15,13,294,886,452,37183.0,61001.0,700,172,646,690,232,
1928.0,4,110,87,,69,408,215,30,608,47676.0,21877.0,700,172,646,690,232,
2011.0,3,120,161,70.0,378,40,194,342,582,138959.0,3185812.0,700,172,646,690,232,
1973.0,0,72,82,73.0,399,55,360,221,385,25229.0,193817.0,700,172,646,690,232,
1939.0,4,110,100,,215,403,591,644,636,26725.0,,700,172,646,690,232,
2013.0,4,180,172,89.0,2,396,2,740,65,138741.0,2199675.0,700,172,646,690,232,
1997.0,0,116,105,59.0,427,518,583,273,291,623629.0,57598247.0,700,172,646,690,232,
1948.0,4,89,137,,519,372,210,493,230,146427.0,332930.0,700,172,646,690,232,
2001.0,0,224,49,84.0,43,0,636,279,715,105036.0,70147.0,50,48,99,13,199,1.0
2006.0,0,144,105,,394,547,58,853,97,43137.0,2217561.0,658,45,420,595,198,0.0
1992.0,3,128,24,,249,649,779,810,703,46700.0,,700,172,646,690,232,
1944.0,4,88,150,,369,225,146,150,889,42725.0,4360000.0,131,20,251,147,183,0.0
1962.0,0,228,38,100.0,101,479,17,50,352,268085.0,44824144.0,533,106,627,252,13,0.0
2015.0,1,108,68,70.0,307,305,486,665,581,56720.0,1339152.0,700,172,646,690,232,
1972.0,1,102,93,93.0,296,210,159,636,115,38737.0,198809.0,700,172,646,690,232,
1998.0,2,80,93,73.0,139,595,322,241,177,37424.0,4065116.0,700,172,646,690,232,
1976.0,3,126,179,71.0,431,525,308,558,411,39889.0,1924733.0,700,172,646,690,232,
1957.0,4,110,137,,133,234,237,238,215,42940.0,752045.0,700,172,646,690,232,
2013.0,2,130,167,85.0,42,99,746,16,696,45002.0,1330596.0,700,172,646,690,232,
1953.0,0,131,52,85.0,180,650,110,654,262,54588.0,,700,172,646,690,232,
1967.0,1,105,129,,220,10,237,598,137,45434.0,39481.0,700,172,646,690,232,
2007.0,2,112,85,92.0,266,373,519,218,578,103284.0,5990075.0,700,172,646,690,232,
2004.0,2,97,162,56.0,80,245,235,357,468,57430.0,3635164.0,700,172,646,690,232,
1955.0,4,117,126,,180,567,804,641,145,61503.0,,700,172,646,690,232,
1959.0,4,99,122,,144,303,15,146,304,105291.0,,700,172,646,690,232,
2003.0,2,80,74,91.0,475,444,351,573,646,50622.0,7002255.0,700,172,646,690,232,
1960.0,4,90,158,90.0,165,486,27,429,23,27620.0,52709.0,700,172,646,690,232,
1987.0,4,109,24,68.0,405,432,149,255,642,236894.0,65207127.0,577,112,18,656,6,1.0
2006.0,1,141,4,89.0,84,353,434,838,776,154011.0,13756082.0,249,112,318,178,211,0.0
2014.0,3,140,122,92.0,31,16,195,718,892,49397.0,1092800.0,700,172,646,690,232,
1979.0,3,94,93,77.0,488,239,388,568,850,367250.0,20045115.0,700,172,646,690,232,
2012.0,0,127,47,79.0,33,576,307,4,840,580708.0,124987023.0,700,172,646,690,232,0.0
1944.0,4,97,182,78.0,22,588,392,866,908,26471.0,,700,172,646,690,232,
2002.0,3,109,122,82.0,297,466,60,645,562,42673.0,181655.0,700,172,646,690,232,
2016.0,0,118,85,69.0,150,166,582,720,836,213970.0,51739495.0,567,47,255,500,74,6.0
2006.0,1,101,100,80.0,252,618,737,833,301,439856.0,59891098.0,433,112,241,452,6,0.0
2019.0,0,135,172,91.0,171,549,206,236,234,143250.0,108101214.0,402,112,512,303,6,0.0
2019.0,0,135,172,91.0,171,549,206,236,234,143250.0,108101214.0,215,112,171,134,28,0.0
2019.0,0,135,172,91.0,171,549,206,236,234,143250.0,108101214.0,403,112,180,122,55,3.0
1998.0,4,107,17,66.0,175,290,162,605,380,535216.0,3897569.0,220,106,556,481,6,0.0
2017.0,4,137,28,77.0,208,259,612,158,99,647884.0,226277068.0,129,112,248,298,6,0.0
2017.0,4,137,28,77.0,208,259,612,158,99,647884.0,226277068.0,276,112,328,544,149,1.0
1998.0,1,81,132,77.0,503,215,568,301,670,188317.0,7267585.0,700,172,646,690,232,
2005.0,3,122,22,62.0,29,461,214,350,106,294140.0,24149632.0,33,39,111,183,174,0.0
1997.0,4,134,199,52.0,103,68,606,403,555,131101.0,3796699.0,133,34,39,100,6,0.0
2003.0,1,102,100,89.0,457,66,702,274,45,415074.0,44585453.0,590,142,458,210,97,0.0
1975.0,1,85,120,89.0,532,643,164,266,267,36037.0,,691,112,124,269,6,0.0
2017.0,1,94,71,62.0,116,260,179,368,749,50778.0,6735118.0,109,74,642,72,6,1.0
2006.0,3,110,22,53.0,375,333,72,590,559,299524.0,22494487.0,286,98,411,499,6,0.0
2008.0,3,114,123,82.0,504,368,477,649,326,205609.0,2122065.0,700,172,646,690,232,
1994.0,4,110,22,64.0,294,298,245,597,179,1035236.0,19501238.0,700,172,646,690,232,
1931.0,4,117,135,,146,478,198,319,681,143434.0,28877.0,700,172,646,690,232,
2016.0,0,184,90,,349,579,445,53,202,40416.0,1782795.0,450,45,321,18,198,0.0
1981.0,4,96,11,77.0,159,432,89,569,609,166588.0,12465371.0,700,172,646,690,232,
2015.0,1,120,11,90.0,159,605,112,604,935,882316.0,154058340.0,203,2,426,662,134,0.0
2009.0,3,129,129,79.0,56,263,820,374,384,52758.0,547292.0,700,172,646,690,232,
1999.0,3,188,137,77.0,376,602,342,423,705,289742.0,22455976.0,480,112,121,231,55,3.0
1989.0,0,103,68,83.0,179,364,558,681,473,124193.0,,700,172,646,690,232,
1992.0,0,202,87,73.0,459,165,40,185,824,85819.0,48169908.0,49,142,465,281,11,2.0
2004.0,1,146,22,47.0,508,165,133,159,718,329592.0,77911774.0,1,25,353,5,186,0.0
2004.0,1,146,22,47.0,508,165,133,159,718,329592.0,77911774.0,0,85,166,215,149,0.0
2018.0,4,121,122,93.0,184,389,690,461,613,62754.0,3313513.0,700,172,646,690,232,
2016.0,1,137,137,96.0,275,105,551,473,557,246963.0,47695120.0,370,112,383,30,6,0.0
2013.0,4,87,182,73.0,544,380,199,272,640,40382.0,144501.0,700,172,646,690,232,
1979.0,3,96,105,83.0,532,643,164,527,626,131436.0,45700000.0,692,112,545,266,6,2.0
2014.0,0,126,85,74.0,13,294,70,505,563,77554.0,2086345.0,700,172,646,690,232,
2019.0,0,137,105,94.0,360,4,702,420,70,246644.0,2000000.0,700,172,646,690,232,
1964.0,0,139,109,88.0,423,338,168,179,293,158029.0,102272727.0,61,112,631,619,6,0.0
2009.0,4,92,74,,5,607,626,220,74,164462.0,,8,1,396,318,179,0.0
2005.0,3,124,174,72.0,532,550,407,217,605,206294.0,23089926.0,691,104,460,54,6,1.0
2015.0,2,105,100,74.0,21,596,634,617,664,123210.0,6743776.0,301,112,527,224,6,0.0
2000.0,1,113,199,80.0,83,244,103,383,583,1125712.0,25544867.0,103,112,606,369,6,2.0
1927.0,4,153,176,98.0,146,87,25,286,765,159992.0,1236166.0,467,62,646,57,212,0.0
1969.0,4,113,137,79.0,246,174,405,795,431,101124.0,44785053.0,666,112,134,271,79,0.0
1978.0,4,121,84,59.0,12,79,305,88,683,73662.0,35000000.0,465,106,244,118,173,0.0
2011.0,2,96,111,81.0,532,469,635,448,515,388089.0,56816662.0,700,172,646,690,232,0.0
1990.0,3,115,132,66.0,231,200,241,13,437,125822.0,5080409.0,314,112,36,107,85,0.0
2004.0,1,132,178,86.0,84,255,138,590,381,635975.0,100492203.0,473,112,298,642,78,0.0
1995.0,0,111,77,75.0,541,647,309,801,807,51943.0,,700,172,646,690,232,
2002.0,4,145,23,80.0,470,602,141,746,610,508417.0,132072926.0,568,112,128,532,166,1.0
2019.0,2,132,137,,323,43,588,188,139,33935.0,,700,172,646,690,232,
1947.0,4,96,101,88.0,162,177,525,401,281,41625.0,2650000.0,657,112,150,536,10,0.0
